document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0105,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.88 and the required level is 2.88. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0106,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Monitoring as a relevant skill. The skill importance score is 3.88 and the required level is 4.00. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0107,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 3.75 and the required level is 4.12. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0108,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Science as a relevant skill. The skill importance score is 2.62 and the required level is 2.62. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0109,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Speaking as a relevant skill. The skill importance score is 3.88 and the required level is 4.00. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0110,Licensed Practical Nurse (L.P.N.),O*NET Skill,O*NET,29-2061.00,"For Licensed Practical Nurse (L.P.N.), O*NET identifies Writing as a relevant skill. The skill importance score is 3.25 and the required level is 3.12. O*NET occupation: Licensed Practical and Licensed Vocational Nurses (29-2061.00)."
RAG_DOC_0111,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Active Learning as a relevant skill. The skill importance score is 3.75 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0112,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Active Listening as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0113,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Critical Thinking as a relevant skill. The skill importance score is 3.88 and the required level is 3.88. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0114,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Learning Strategies as a relevant skill. The skill importance score is 3.62 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0115,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.75 and the required level is 2.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0116,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Monitoring as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0117,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0118,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Science as a relevant skill. The skill importance score is 1.38 and the required level is 0.38. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0119,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Speaking as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0120,Office Administrator,O*NET Skill,O*NET,43-1011.00,"For Office Administrator, O*NET identifies Writing as a relevant skill. The skill importance score is 3.75 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0121,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Active Learning as a relevant skill. The skill importance score is 3.75 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0122,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Active Listening as a relevant skill. The skill importance score is 4.00 and the required level is 3.88. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0123,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Critical Thinking as a relevant skill. The skill importance score is 3.88 and the required level is 3.88. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0124,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Learning Strategies as a relevant skill. The skill importance score is 3.62 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0125,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.75 and the required level is 2.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0126,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Monitoring as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0127,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 4.00 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0128,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Science as a relevant skill. The skill importance score is 1.00 and the required level is 0.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0129,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Speaking as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0130,Office Manager,O*NET Skill,O*NET,43-1011.00,"For Office Manager, O*NET identifies Writing as a relevant skill. The skill importance score is 3.75 and the required level is 3.75. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00)."
RAG_DOC_0131,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Active Learning as a relevant skill. The skill importance score is 3.12 and the required level is 3.75. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0132,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Active Listening as a relevant skill. The skill importance score is 3.88 and the required level is 3.50. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0133,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Critical Thinking as a relevant skill. The skill importance score is 3.62 and the required level is 3.75. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0134,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Learning Strategies as a relevant skill. The skill importance score is 3.12 and the required level is 3.12. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0135,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.88 and the required level is 2.88. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0136,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Monitoring as a relevant skill. The skill importance score is 3.88 and the required level is 3.88. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0137,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 3.75 and the required level is 3.88. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0138,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Science as a relevant skill. The skill importance score is 1.62 and the required level is 0.62. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0139,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Speaking as a relevant skill. The skill importance score is 3.88 and the required level is 4.00. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0140,Restaurant Manager,O*NET Skill,O*NET,11-9051.00,"For Restaurant Manager, O*NET identifies Writing as a relevant skill. The skill importance score is 3.00 and the required level is 3.12. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0141,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Active Learning as a relevant skill. The skill importance score is 3.00 and the required level is 2.88. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0142,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Active Listening as a relevant skill. The skill importance score is 3.75 and the required level is 3.75. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0143,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Critical Thinking as a relevant skill. The skill importance score is 3.12 and the required level is 3.12. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0144,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Learning Strategies as a relevant skill. The skill importance score is 2.62 and the required level is 2.25. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0145,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.62 and the required level is 2.00. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0146,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Monitoring as a relevant skill. The skill importance score is 3.00 and the required level is 3.12. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0147,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 3.00 and the required level is 3.12. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0148,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Science as a relevant skill. The skill importance score is 1.00 and the required level is 0.00. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0149,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Speaking as a relevant skill. The skill importance score is 3.75 and the required level is 3.12. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0150,Retail Sales Associate,O*NET Skill,O*NET,41-2031.00,"For Retail Sales Associate, O*NET identifies Writing as a relevant skill. The skill importance score is 3.00 and the required level is 3.00. O*NET occupation: Retail Salespersons (41-2031.00)."
RAG_DOC_0151,Secondary School Teacher,O*NET Skill,O*NET,25-2031.00,"For Secondary School Teacher, O*NET identifies Active Learning as a relevant skill. The skill importance score is 3.75 and the required level is 3.88. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
RAG_DOC_0152,Secondary School Teacher,O*NET Skill,O*NET,25-2031.00,"For Secondary School Teacher, O*NET identifies Active Listening as a relevant skill. The skill importance score is 4.00 and the required level is 4.00. O*NET occupation: Secondary School Teachers, Except Special and Career/Technical Education (25-2031.00)."
